WhatYouWillDo,WorkingHoursDetails,SalaryRange,WorkingPatternDetails,Overview,JobProfileCategories,WorkingPattern,WYDDayToDayTasks,Title,MaximumHours,SalaryExperienced,Skills,SalaryStarter
"<p>
Your day-to-day tasks may include:
</p>
<ul>
    <li>taking customers' measurements
    </li>
    <li>discussing styles and fabric
    </li>
    <li>working out how much the clothing will cost and how long it will take to make
    </li>
    <li>creating a design by hand or using computer software
    </li>
    <li>creating a new pattern or adapting an existing one
    </li>
    <li>making a mock-up garment using cheaper fabrics
    </li>
    <li>fitting the mock-up to the customer and making alterations
    </li>
    <li>cutting out fabric pieces to make the  garment
    </li>
    <li>fitting the  garment to the customer and marking final adjustments
    </li>
    <li>stitching clothes by hand or machine</li>
    <li>carry out repairs and alterations to clothing</li>
</ul>",a week,,,"Tailors design and make one-off suits, jackets and coats for individual customers. They also alter and repair clothes.","Creative and media,Home services",evenings / weekends,"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>taking customers' measurements</li>
    <li>discussing styles and fabric</li>
    <li>working out how much the clothing will cost and how long it will take to make</li>
    <li>creating a design by hand or using computer software</li>
    <li>creating a new pattern or adapting an existing one</li>
    <li>making a mock-up garment using cheaper fabrics</li>
    <li>fitting the mock-up to the customer and making alterations</li>
    <li>cutting out fabric pieces to make the garment</li>
    <li>fitting the garment to the customer and marking final adjustments</li>
    <li>stitching clothes by hand or machine</li>
    <li>carry out repairs and alterations to clothing</li>
</ul>",Tailor,38,22000,"<p>
You'll need:</p>
<ul>
    <li>excellent hand-sewing and machining skills
    </li>
    <li>creativity and the ability to visualise designs
    </li>
    <li>IT skills&nbsp;</li>
    <li>pattern making and cutting skills
    </li>
    <li>accuracy and attention to detail
    </li>
    <li>budgeting skills
    </li>
</ul>",14000
"<p>You&rsquo;ll be part of a post-production team working with material recorded by camera and sound crews, and will add any extra effects.&nbsp;<br />
<br />
You&rsquo;ll work on projects like films, TV programmes, corporate videos, commercials and music videos.<br />
<br />
Your day-to-day duties might include:</p>
<ul>
    <li>agreeing a finished &lsquo;look&rsquo; for the final footage </li>
    <li>transferring film or video footage </li>
    <li>using editing software </li>
    <li>keeping a clear idea of the storyline </li>
    <li>creating a 'rough cut' </li>
    <li>digitally improving picture quality </li>
    <li>creating DVDs or formatting footage to view online</li>
</ul>",variable,,flexibly,"Video editors bring together images and sound for use in film, TV and online productions.",Creative and media,evenings / weekends / bank holidays,"<p>Your day-to-day duties might include:</p>
<ul>
    <li>agreeing a finished 'look' for the final footage</li>
    <li>transferring film or video footage</li>
    <li>using editing software</li>
    <li>keeping a clear idea of the storyline</li>
    <li>creating a 'rough cut'</li>
    <li>digitally improving picture quality</li>
    <li>creating DVDs or formatting footage to view online</li>
</ul>",Video editor,41,45000,"<p>You&rsquo;ll need:</p>
<ul>
    <li>a good sense of timing and visual awareness </li>
    <li>a mixture of practical and creative skills </li>
    <li>a high level of attention to detail </li>
    <li>the ability to work under pressure and meet tight deadlines </li>
    <li>patience and concentration </li>
    <li>IT skills</li>
</ul>",18000
"<p>During the planning stages of a production, your day-to-day duties may include:</p>
<ul>
    <li>working with the producer and senior production staff&nbsp;</li>
    <li>drawing up a production schedule and budget</li>
    <li>negotiating costs with suppliers</li>
    <li>hiring crew and contractors</li>
    <li>approving bookings of resources, locations, equipment and supplies</li>
    <li>arranging permissions and risk assessments</li>
    <li><span style=""line-height: 1.5;"">managing a production office team</span></li>
</ul>
<p>During filming, you day-to-day duties could include:</p>
<ul>
    <li>making sure the production runs to schedule</li>
    <li>controlling and monitoring production spending</li>
    <li>reporting on progress to the producers</li>
    <li>dealing with any problems during filming</li>
    <li>making any necessary changes to the schedule or budget, like rescheduling filming in bad weather</li>
    <li>making sure that health and safety rules, insurance terms, copyright laws and union agreements are followed</li>
</ul>",variable,,away from home,"Production managers take care of the business, financial and recruitment side of film and television productions.",Creative and media,freelance / self-employed,"<p>During the planning stages of a production, your day-to-day duties may include:</p>
<ul>
    <li>working with the producer and senior production staff&nbsp;</li>
    <li>drawing up a production schedule and budget</li>
    <li>negotiating costs with suppliers</li>
    <li>hiring crew and contractors</li>
    <li>approving bookings of resources, locations, equipment and supplies</li>
    <li>arranging permissions and risk assessments</li>
    <li>managing a production office team</li>
</ul>
<p>During filming, you day-to-day duties could include:</p>
<ul>
    <li>making sure the production runs to schedule</li>
    <li>controlling and monitoring production spending</li>
    <li>reporting on progress to the producers</li>
    <li>dealing with any problems during filming</li>
    <li>making any necessary changes to the schedule or budget, like rescheduling filming in bad weather</li>
    <li>making sure that health and safety rules, insurance terms, copyright laws and union agreements are followed</li>
</ul>",TV or film production manager,40,0,"<p>You&rsquo;ll need:</p>
<ul>
    <li>excellent financial and business skills</li>
    <li>IT skills</li>
    <li>excellent planning, negotiation and problem-solving skills</li>
    <li>written and spoken communication skills</li>
    <li>the ability to work well under pressure and to tight deadlines</li>
</ul>",0
"<p>Your day-to-day duties may include:</p>
<ul>
    <li>assessing the needs of learners </li>
    <li>helping them communicate with others in class </li>
    <li>supporting them by lipspeaking and notetaking </li>
    <li>interpreting between spoken English and BSL </li>
    <li>being creative in adapting learning materials to match learners&rsquo; interests </li>
    <li>using a range of ways to help them understand what is required in class </li>
    <li>helping them produce written work </li>
    <li>supporting learners in talking about their learning needs with teachers </li>
    <li>building relationships with learners, their families, and other professionals </li>
    <li>thinking of ways for learners to become more independent </li>
    <li>providing deaf-awareness training for other staff and students </li>
    <li>supporting the school or college in improving the environment for hearing aids and lipreading</li>
</ul>",term time,,,Communication support workers help deaf students in education.,"Social care,Teaching and education",between 8am and 6pm,"<p>Your day-to-day duties may include:</p>
<ul>
    <li>assessing the needs of learners </li>
    <li>helping them communicate with others in class </li>
    <li>supporting them by lipspeaking and notetaking </li>
    <li>interpreting between spoken English and BSL </li>
    <li>being creative in adapting learning materials to match learners&rsquo; interests </li>
    <li>using a range of ways to help them understand what is required in class </li>
    <li>helping them produce written work </li>
    <li>supporting learners in talking about their learning needs with teachers </li>
    <li>building relationships with learners, their families, and other professionals </li>
    <li>thinking of ways for learners to become more independent </li>
    <li>providing deaf-awareness training for other staff and students </li>
    <li>supporting the school or college in improving the environment for hearing aids and lipreading</li>
</ul>",Communication support worker,39,22000,"<p>You&rsquo;ll need:</p>
<ul>
    <li>to be able to use BSL </li>
    <li>clear written and spoken English </li>
    <li>the ability to build relationships and work in different teams </li>
    <li>creativity for adapting learning resources </li>
    <li>basic IT skills</li>
</ul>",18000
,a week,"£14,000 to £21,000 a year",,"Fishmongers sell fish and seafood products, and advise customers on how to prepare them.","Hospitality and food,Retail and sales",between 8am and 6pm,"<p>Your day-to-day duties might include:</p>
<ul>
    <li>taking deliveries from suppliers </li>
    <li>moving stock to and from cold storage areas </li>
    <li>setting out produce in display cabinets </li>
    <li>advising customers about different types of fish, and cooking methods </li>
    <li>preparing orders for shop customers and restaurants </li>
    <li>taking payments </li>
    <li>keeping work areas clean </li>
    <li>ordering stock from wholesalers</li>
</ul>",Fishmonger,42,21000,,14000
"<p>
You'll usually specialise in 1 of 4 areas:</p>
<ul>
    <li>life assurance &ndash; covering illness, injury and death
    </li>
    <li>general insurance &ndash; covering household, travel or vehicles
    </li>
    <li>commercial insurance &ndash; covering companies
    </li>
    <li>reinsurance &ndash; where part of the risk's covered by another company
    </li>
</ul>
<p>
Your day-to-day tasks may include:
</p>
<ul>
    <li>studying insurance proposals
    </li>
    <li>gathering background information like medical histories
    </li>
    <li>analysing statistics from actuaries and other sources
    </li>
    <li>getting specialist risk assessments from experts like surveyors or doctors
    </li>
    <li>assessing risk (the likelihood of an insurance payout)
    </li>
    <li>calculating the price of insurance premiums
    </li>
    <li>judging whether to share the risk with another insurer
    </li>
    <li>preparing quotes and negotiating terms with brokers or business clients</li>
    <li>writing policies
    </li>
    <li>maintaining accurate and detailed records
    </li>
</ul>",a week,,,"Insurance underwriters decide whether to insure a person or company, and set out the details of insurance policies.",Business and finance,between 8am and 6pm,"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>studying insurance proposals</li>
    <li>gathering background information like medical histories</li>
    <li>analysing statistics from actuaries and other sources</li>
    <li>getting specialist risk assessments from experts like surveyors or doctors</li>
    <li>assessing risk (the likelihood of an insurance payout)</li>
    <li>calculating the price of insurance premiums</li>
    <li>judging whether to share the risk with another insurer</li>
    <li>preparing quotes and negotiating terms with brokers or business clients</li>
    <li>writing policies</li>
    <li>maintaining accurate and detailed records</li>
</ul>",Insurance underwriter,38,100000,"<p>
You'll need:
</p>
<ul>
    <li>maths and statistics skills
    </li>
    <li>the ability to analyse complex information
    </li>
    <li>negotiation and networking skills
    </li>
</ul>",15000
"<p>Pharmacists have a highly responsible job, dispensing drugs and checking prescriptions according to strict controls.</p>
<p>You could work in different areas, including:</p>
<p>Community pharmacy</p>
<ul>
    <li>dispensing medicines in a high street or supermarket pharmacy</li>
    <li>giving healthcare advice about prescription and over-the-counter medicines</li>
    <li>advising on drug dosages and risks</li>
    <li>running screening programmes for diabetes, cholesterol or blood pressure</li>
    <li>visiting care homes to advise on the use and storage of medications</li>
    <li>ordering and controlling stock</li>
    <li>running a business, including supervising and training staff</li>
    <li>working longer hours in a store or shopping centre</li>
</ul>
<p>Hospital pharmacy - NHS or private:</p>
<ul>
    <li>working with doctors and nurses and other healthcare staff</li>
    <li>producing medicines when ready-made ones aren't available, for example, cancer treatments</li>
    <li>buying, quality testing and distributing medicines throughout the hospital</li>
    <li>visiting wards and patients to talk about medicines and dosages</li>
    <li>dispensing medicines for patients being discharged from hospital</li>
    <li>supervising trainees and junior pharmacists</li>
</ul>
<p>Local NHS service:</p>
<ul>
    <li>giving advice to GPs and nurses on how to choose and prescribe medicines</li>
    <li>running GP practice clinics</li>
</ul>
<p>Education or industry:</p>
<ul>
    <li>doing research into new medicines</li>
    <li>running clinical trials</li>
</ul>
<p>In all of the above roles, you'll observe high standards of security and confidentiality.</p>",a week,,on a rota,Pharmacists provide expert advice on the use and supply of medicines and medical appliances.,"Healthcare,Retail and sales",evenings / weekends / bank holidays,"<p>Your tasks will depend on which area of pharmacy you work in, and could include:</p>
<ul>
    <li>dispensing medicines in a community pharmacy, hospital or a GP practice clinic</li>
    <li>giving healthcare advice about prescription and over-the-counter medicines</li>
    <li>advising on drug dosages and risks, to the public, patients, GPs and nurses</li>
    <li>running screening programmes for diabetes, cholesterol or blood pressure</li>
    <li>visiting care homes or hospital wards to advise on the use and storage of medications</li>
    <li>ordering and controlling stock</li>
    <li>running a business, including supervising and training staff</li>
    <li>producing medicines when ready-made ones aren't available, for example, cancer treatments</li>
    <li>buying, quality testing and distributing medicines throughout a hospital</li>
    <li>supervising trainees and junior pharmacists</li>
</ul>
<p>In education or industry, you could be:</p>
<ul>
    <li>doing research into new medicines</li>
    <li>running clinical trials</li>
</ul>",Pharmacist,40,45000,"<p>You'll need:</p>
<ul>
    <li>abilities in science and maths for making up prescriptions</li>
    <li>high standards of accuracy and attention to detail</li>
    <li>excellent customer care and communication skills</li>
    <li>organisational skills and ability to prioritise work</li>
    <li>a responsible and security-conscious attitude</li>
    <li>the ability to train, supervise and manage staff</li>
    <li>business skills (if you're running a community pharmacy)</li>
</ul>",30500
"<p>
You'll work with children and adults who may have:
</p>
<ul>
    <li>difficulties making themselves understood through speech
    </li>
    <li>problems understanding and using language
    </li>
    <li>a stammer
    </li>
    <li>difficulties with feeding, chewing or swallowing
    </li>
</ul>
<p>
These challenges may be as a result of injury, stroke, cancer, Parkinson&rsquo;s disease, mental health problems or a learning difficulty.
</p>
<p>
Your day-to-day tasks may include:</p>
<ul>
    <li>talking to clients, observing them and using tests to assess specific difficulties
    </li>
    <li>planning and developing therapy programmes
    </li>
    <li>supporting clients through treatment
    </li>
    <li>working closely with colleagues like doctors and teachers
    </li>
    <li>coaching parents and carers to continue their therapy at home
    </li>
    <li>keeping detailed progress records
    </li>
    <li>working with groups or individuals to improve the way they communicate
    </li>
</ul>",a week,,,Speech and language therapists help children and adults who have speaking and communication problems.,Healthcare,between 8am and 6pm,"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>talking to clients, observing them and using tests to assess specific difficulties</li>
    <li>planning and developing therapy programmes</li>
    <li>supporting clients through treatment</li>
    <li>working closely with colleagues like doctors and teachers</li>
    <li>coaching parents and carers to continue their therapy at home</li>
    <li>keeping detailed progress records</li>
    <li>working with groups or individuals to improve the way they communicate</li>
</ul>",Speech and language therapist,40,43772,"<p>
You'll need:</p>
<ul>
    <li>excellent communication and listening skills
    </li>
    <li>the ability to create positive working relationships with clients of all ages
    </li>
    <li>creativity, to turn therapy into a game when working with children
    </li>
    <li>the ability to motivate and encourage clients to continue with treatment
    </li>
</ul>",24214
"<p>You'll provide</p>
<ul>
    <li>activities to help people enjoy their leisure time</li>
    <li>team-building training exercises for workplaces</li>
    <li><span style=""line-height: 1.5;"">activity courses for disadvantaged young people</span></li>
</ul>
<p>Your day-to-day duties might include:</p>
<ul>
    <li>planning and preparing activities</li>
    <li>explaining, advising on and demonstrating activities</li>
    <li>instructing in specialist areas, like sailing or climbing</li>
    <li>making sure all equipment and facilities are safe</li>
    <li>explaining safety procedures</li>
</ul>
<p>Checking weather conditions, assessing hazards and managing risks.</p>
<p>
You may also have to deal with accidents, and support people who may be nervous about taking part in activities.</p>",variable,,as customers demand,"Outdoor activities instructors lead trips and teach skills in activities like hill walking, climbing, canoeing, skiing and snowboarding.","Sports and leisure,Teaching and education",evenings / weekends / bank holidays,"<p>Your day-to-day duties might include:</p>
<ul>
    <li>planning and preparing activities</li>
    <li>explaining, advising on and demonstrating activities</li>
    <li>instructing in specialist areas, like sailing or climbing</li>
    <li>making sure all equipment and facilities are safe</li>
    <li>explaining safety procedures</li>
</ul>",Outdoor activities instructor,38,30000,"<p>You&rsquo;ll need to be able to:</p>
<ul>
    <li>lead and manage groups of people</li>
    <li>give clear instructions and explanations</li>
    <li>inspire confidence and give encouragement</li>
    <li>remain calm in difficult or dangerous situations</li>
    <li>deal with challenging behaviour</li>
</ul>",12000
"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>going to meetings to plan the content of the magazine </li>
    <li>suggesting ideas for articles </li>
    <li>interviewing and researching to collect information for articles </li>
    <li>writing articles to suit the magazine&rsquo;s style </li>
    <li>keeping up-to-date with developments and trends in the magazine's subject area </li>
    <li>working as a critic, reviewing things like films, food or concerts</li>
</ul>",variable,,away from home,Magazine journalists research and write news articles and features for a wide variety of publications.,Creative and media,evenings / weekends,"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>going to meetings to plan the content of the magazine </li>
    <li>suggesting ideas for articles </li>
    <li>interviewing and researching to collect information for articles</li>
    <li>writing articles to suit the magazine&rsquo;s style</li>
    <li>keeping up-to-date with developments and trends in the magazine's subject area</li>
    <li>working as a critic, reviewing things like films, food or concerts</li>
</ul>",Magazine journalist,39,40000,"<p>You&rsquo;ll need:</p>
<ul>
    <li>excellent communication and writing skills </li>
    <li>research skills </li>
    <li>self-confidence, and the ability to make people feel relaxed </li>
    <li>the ability to absorb information quickly </li>
    <li>the ability to write in an appropriate style </li>
    <li>keyboard and IT skills</li>
</ul>",18000
"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>answering enquiries</li>
    <li>maintaining staff details on computer systems</li>
    <li>writing documents like letters and reports</li>
    <li>updating employee holiday and sickness records</li>
    <li>recording discussions during disciplinary procedures</li>
    <li>producing staff handbooks and newsletters</li>
    <li>organising meetings and taking &lsquo;minutes&rsquo;</li>
    <li>setting up recruitment and training events</li>
</ul>",a week,,,Human resources (HR) assistants provide admin support to the HR team in a company or organisation.,Administration,between 8am and 6pm,"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>answering enquiries</li>
    <li>maintaining staff details on computer systems</li>
    <li>writing documents like letters and reports</li>
    <li>updating employee holiday and sickness records</li>
    <li>recording discussions during disciplinary procedures</li>
    <li>producing staff handbooks and newsletters</li>
    <li>organising meetings and taking &lsquo;minutes&rsquo;</li>
    <li>setting up recruitment and training events</li>
</ul>",Human resources assistant,39,22000,"<p>You&rsquo;ll need:</p>
<ul>
    <li>the ability to pay close attention to detail</li>
    <li>good written and spoken communication skills</li>
    <li>IT skills</li>
    <li>a well organised approach to work</li>
    <li>teamworking skills</li>
    <li>the ability to work flexibly</li>
</ul>",15000
"<p>
Your day-to-day duties may include:</p>
<ul>
    <li>checking the carriages are clean before the start of a journey
    </li>
    <li>making sure equipment, doors and controls are working properly
    </li>
    <li>walking through carriages during the journey, checking tickets and travel documents
    </li>
    <li>answering passengers' questions about routes, arrival times and connections
    </li>
    <li>making announcements over the public address system
    </li>
    <li>making sure passengers get on and off the train safely
    </li>
    <li>dealing with unexpected delays or emergencies, for example a passenger falling ill
    </li>
</ul>
<p>
You'll also write reports, detailing any delays or incidents that occur during each journey.
</p>",a week,,on shifts,Train conductors issue tickets to rail passengers and make sure that their journeys are safe and comfortable.,Transport,evenings / weekends / bank holidays,"<p> Your day-to-day duties may include:</p>
<ul>
    <li>checking the carriages are clean before the start of a journey
    </li>
    <li>making sure equipment, doors and controls are working properly
    </li>
    <li>walking through carriages during the journey, checking tickets and travel documents
    </li>
    <li>answering passengers' questions about routes, arrival times and connections
    </li>
    <li>making announcements over the public address system
    </li>
    <li>making sure passengers get on and off the train safely
    </li>
    <li>dealing with unexpected delays or emergencies, for example a passenger falling ill
    </li>
</ul>",Train conductor,45,28000,"<p>
You'll need:
</p>
<ul>
    <li>excellent customer service skills
    </li>
    <li>a clear speaking voice for making passenger announcements
    </li>
    <li>the ability to deal professionally with upset or angry passengers
    </li>
    <li>good maths skills for handling cash and payments
    </li>
</ul>",12000
"<p>
You'll usually work as part of a team responsible for a particular area of a town or city.
</p>
<p>
Your day-to-day tasks may include:
</p>
<ul>
    <li>using cleaning vehicles and machines, and hand tools such as brushes
    </li>
    <li>clearing drains and gullies
    </li>
    <li>using a pressure washer to clean paved areas
    </li>
    <li>removing litter, graffiti and fly posters
    </li>
    <li>using specialist machines to remove chewing gum from pavements
    </li>
    <li>cleaning equipment at the end of each day</li>
</ul>",a week,,,"Highways cleaners keep footpaths, green spaces and streets clean, and deal with litter, graffiti, and items left by the public.",Home services,early mornings,"<p>Your day-to-day tasks may include:</p>
<ul>
    <li>using cleaning vehicles and machines, and hand tools such as brushes </li>
    <li>clearing drains and gullies </li>
    <li>using a pressure washer to clean paved areas</li>
    <li>removing litter, graffiti and fly posters</li>
    <li>using specialist machines to remove chewing gum from pavements</li>
    <li>cleaning equipment at the end of each day</li>
</ul>",Highways cleaner,42,17000,"<p>
You'll need:
</p>
<ul>
    <li>reliability and good timekeeping
    </li>
    <li>the ability to work on your own and as part of a team</li>
</ul>",14000
,a week,,,Climate scientists study the influences on the Earth's climate over time and how these might affect it in the future.,"Environment and land,Science and research",between 8am and 6pm,"<p>Your day-to-day duties may include:</p>
<ul>
    <li>gathering and analysing data from the atmosphere,  oceans and land</li>
    <li>creating computer models to simulate the effects of changes to climate</li>
    <li>designing and building scientific instruments and sensors</li>
    <li>studying past climates to understand what might happen in the future</li>
    <li>monitoring ice packs, sea levels and temperatures</li>
    <li>looking at how global climate affects regional weather patterns</li>
    <li>attending conferences and publishing research findings</li>
    <li>investigating ways to tackle climate change</li>
    <li>advising policy makers</li>
    <li>teaching</li>
</ul>",Climate scientist,42,55000,,27000
"<p>You may be self-employed, working at home or visiting clients in their homes. You could also work in a high-street salon, a spa, a hotel or aboard a cruise ship.</p>
<p>
You could work alone, or with other technicians, beauticians, hairdressers or therapists. </p>
<p>
Your day-to-day duties may include:</p>
<ul>
    <li>basic treatments, like manicures and pedicures</li>
    <li>cleaning and filing nails</li>
    <li>applying false nails or extensions</li>
    <li>decorating nails with coloured varnish, transfers, gems or glitter</li>
    <li>repairing, looking after and removing false nails and extensions</li>
    <li>checking for any signs of skin or nail problems before treatment</li>
</ul>
<p>You'll also need to use and store chemicals and varnishes correctly, use tools carefully and follow strict hygiene procedures. This is to prevent damage or infection.</p>",variable,"£12,500 to £25,000 a year",flexibly,"Nail technicians repair, paint and decorate clients' nails.",Beauty and wellbeing,evenings / weekends,"<p> Your day-to-day duties may include:</p>
<ul>
    <li>basic treatments, like manicures and pedicures</li>
    <li>cleaning and filing nails</li>
    <li>applying false nails or extensions</li>
    <li>decorating nails with coloured varnish, transfers, gems or glitter</li>
    <li>repairing, looking after and removing false nails and extensions</li>
    <li>checking for any signs of skin or nail problems before treatment</li>
</ul>",Nail technician,40,25000,"<p>You'll need:</p>
<ul>
    <li>creativity for decorating nails</li>
    <li>communication and customer care skills</li>
    <li>knowledge of current fashion trends</li>
    <li>organisational skills for planning your work</li>
    <li>knowledge of health and safety rules</li>
</ul>",12500
"<p>You&rsquo;ll often have to go to casting sessions with potential clients or agencies. You&rsquo;ll also spend a lot of time looking after your appearance.</p>
<p>You could specialise in different types of modelling, like:</p>
<ul>
    <li>high fashion and catwalk</li>
    <li>photographic editorials for magazines</li>
    <li>advertising for magazines, billboards, websites, and social media</li>
    <li>TV commercials</li>
    <li>promotional modelling like music videos, personal appearances, leaflets and brochures</li>
    <li>in-house live modelling for designers and clothing wholesalers</li>
</ul>
<p>In fashion show modelling you'll walk along a catwalk, turning to display clothes in front of an audience. You'll work closely with stylists, hair and make-up artists, producers and directors. </p>
<p>In photographic, advertising and promotional modelling you'll:</p>
<ul>
    <li>take directions from photographers</li>
    <li>pose for photographers in a studio or on location</li>
    <li>act or deliver lines in TV commercials</li>
</ul>
<p>If you&rsquo;re working as an in-house live model, designers will fit garments onto you in the workshop, and you&rsquo;ll show finished clothing to fashion buyers and private customers.</p>",variable,,attending events or appointments,Fashion models promote clothing and accessory brands at fashion events and in magazines and digital media.,Creative and media,freelance / self-employed,"<p>You&rsquo;ll often have to go to casting sessions with potential clients or agencies. You&rsquo;ll also spend a lot of time looking after your appearance.</p>
<p>You could specialise in different types of modelling, like:</p>
<ul>
    <li>high fashion and catwalk</li>
    <li>photographic editorials for magazines</li>
    <li>advertising for magazines, billboards, websites, and social media</li>
    <li>TV commercials</li>
    <li>promotional modelling like music videos, personal appearances, leaflets and brochures</li>
    <li>in-house live modelling for designers and clothing wholesalers</li>
</ul>
<p>In fashion show modelling you'll walk along a catwalk, turning to display clothes in front of an audience. You'll work closely with stylists, hair and make-up artists, producers and directors. </p>
<p>In photographic, advertising and promotional modelling you'll:</p>
<ul>
    <li>take directions from photographers</li>
    <li>pose for photographers in a studio or on location</li>
    <li>act or deliver lines in TV commercials</li>
</ul>",Fashion model,47,0,"<p>You&rsquo;ll need:</p>
<ul>
    <li>good grooming and the ability to take care of your appearance </li>
    <li>confidence, self-reliance and discipline</li>
    <li>a pleasant, professional attitude with good people skills</li>
    <li>patience, stamina and fitness to cope with long, tiring days and travelling</li>
    <li>the ability to cope with criticism and rejection</li>
    <li>business skills and the ability to manage your finances</li>
</ul>",0
"<p>You&rsquo;ll work with people of all ages who need help with aspects of daily living.<br />
<br />
You&rsquo;ll assess your patient&rsquo;s health and social care needs. These are likely to be complex and may be linked to physical disabilities, epilepsy, mental health problems or difficulties with speech, hearing or vision. <br />
<br />
You&rsquo;ll also make sure your patients have access to the right health services, treatment or therapy.<br />
<br />
Your day-to-day duties might include giving practical help and encouragement with:</p>
<ul>
    <li>personal hygiene </li>
    <li>dressing </li>
    <li>using public transport </li>
    <li>going on shopping trips </li>
    <li>leisure interests or community activities </li>
    <li>making and attending appointments </li>
    <li>finding a job<span style=""line-height: 1.5;"">&nbsp;</span></li>
</ul>
You may mentor and supervise support workers, and give advice to doctors, physiotherapists, speech therapists, social workers and teachers.",a week,,on shifts,Learning disability nurses help people with a learning disability to live as independently as possible.,Healthcare,evenings / weekends / bank holidays,"<p>Your day-to-day duties might include giving practical help and encouragement with:</p>
<ul>
    <li>personal hygiene </li>
    <li>dressing </li>
    <li>using public transport </li>
    <li>going on shopping trips </li>
    <li>leisure interests or community activities </li>
    <li>making and attending appointments </li>
    <li>finding a job</li>
</ul>",Learning disability nurse,40,37267,"<p>You&rsquo;ll need:</p>
<ul>
    <li>excellent communication and listening skills </li>
    <li>excellent observational skills to identify signs of physical or emotional problems </li>
    <li>the ability to relate well to people of all ages and backgrounds </li>
    <li>the ability to teach and encourage clients to develop their skills </li>
    <li>the ability to gain the trust of clients and their families</li>
    <li>the ability to stay calm and in control in difficult situations</li>
</ul>",24214
"<p>Your day-to-day duties may include:</p>
<ul>
    <li>talking to clients about their money problems </li>
    <li>helping clients feel at ease </li>
    <li>looking at income and outgoings </li>
    <li>carrying out a benefits check and supporting benefit claims </li>
    <li>working out a sensible budget </li>
    <li>helping put debts in order of importance </li>
    <li>talking with creditors to sort out a practical repayment plan </li>
    <li>gaining the client&rsquo;s agreement to any repayment plan </li>
    <li>talking about other options like bankruptcy and what happens in court </li>
    <li>taking the place of clients in court when asked to do so </li>
    <li>keeping records</li>
</ul>",a week,,flexibly,Money advisers help people whose debts have become too large or difficult for them to handle.,"Business and finance,Social care",evenings / weekends,"<p>Your day-to-day duties may include:</p>
<ul>
    <li>talking to clients about their money problems </li>
    <li>looking at income and outgoings </li>
    <li>carrying out a benefits check and supporting benefit claims </li>
    <li>working out a sensible budget </li>
    <li>helping put debts in order of importance </li>
    <li>talking with creditors to sort out a practical repayment plan </li>
    <li>gaining the client&rsquo;s agreement to any repayment plan </li>
    <li>talking about other options like bankruptcy and what happens in court </li>
    <li>taking the place of clients in court when asked to do so </li>
</ul>",Money adviser,32,28000,"<p>You&rsquo;ll need:</p>
<ul>
    <li>the ability to put people at ease and build trust </li>
    <li>good negotiation skills to deal with creditors and courts </li>
    <li>confidence with numbers</li>
</ul>",18000
"<p>Your day-to-day duties may include:</p>
<ul>
    <li>preparing rock, soil and water samples for testing</li>
    <li>analysing the chemical and physical properties of samples</li>
    <li>obtaining and processing geophysical data</li>
    <li>logging well and borehole drilling activity</li>
    <li>interpreting data from seismic surveys</li>
    <li>preparing geological maps sections</li>
    <li>supporting teaching staff in university</li>
    <li>training and supervising staff</li>
    <li>producing reports for engineers and scientists</li>
</ul>",a week,,on a rota,"Geotechnicians collect and analyse geological data from rock, soil and water samples.","Environment and land,Science and research",evenings / weekends,"<p>Your day-to-day duties may include:</p>
<ul>
    <li>preparing rock, soil and water samples for testing</li>
    <li>analysing the chemical and physical properties of samples</li>
    <li>obtaining and processing geophysical data</li>
    <li>logging well and borehole drilling activity</li>
    <li>interpreting data from seismic surveys</li>
    <li>preparing geological maps sections</li>
    <li>supporting teaching staff in university</li>
    <li>training and supervising staff</li>
    <li>producing reports for engineers and scientists</li>
</ul>",Geotechnician,40,31000,"<p>You&rsquo;ll need:</p>
<ul>
    <li>scientific and technical skills</li>
    <li>the ability to pay close attention to detail</li>
    <li>maths skills</li>
    <li>observational skills</li>
    <li>IT skills</li>
    <li>practical skills, to use instruments and technical equipment</li>
</ul>",17000
